filename	acq_time
emg/sub-12_task-rest_acq-M151.edf	2023-08-29T14:40:00
emg/sub-12_task-rest_acq-M151.edf	2023-08-29T14:40:00
emg/sub-12_task-rest_acq-M151.edf	2023-08-29T14:40:00
emg/sub-12_task-rest_acq-M151.edf	2023-08-29T14:40:00
emg/sub-12_task-rest_acq-M151.edf	2023-08-29T14:40:00
emg/sub-12_task-rest_acq-M151.edf	2023-08-29T14:40:00
emg/sub-12_task-rest_acq-M151.edf	2023-08-29T14:40:00
emg/sub-12_task-rest_acq-SMG51.edf	2023-08-29T14:40:00
emg/sub-12_task-rest_acq-SMG51.edf	2023-08-29T14:40:00
emg/sub-12_task-rest_acq-SMG51.edf	2023-08-29T14:40:00
emg/sub-12_task-rest_acq-SMG51.edf	2023-08-29T14:40:00
emg/sub-12_task-rest_acq-SMG51.edf	2023-08-29T14:40:00
emg/sub-12_task-rest_acq-SMG51.edf	2023-08-29T14:40:00
emg/sub-12_task-rest_acq-SMG51.edf	2023-08-29T14:41:00
emg/sub-12_task-pegboard_acq-M151.edf	2023-08-29T14:40:00
emg/sub-12_task-pegboard_acq-M151.edf	2023-08-29T14:40:00
emg/sub-12_task-pegboard_acq-M151.edf	2023-08-29T14:40:00
emg/sub-12_task-pegboard_acq-M151.edf	2023-08-29T14:40:00
emg/sub-12_task-pegboard_acq-M151.edf	2023-08-29T14:40:00
emg/sub-12_task-pegboard_acq-M151.edf	2023-08-29T14:40:00
emg/sub-12_task-pegboard_acq-M151.edf	2023-08-29T14:40:00
emg/sub-12_task-pegboard_acq-SMG51.edf	2023-08-29T14:40:00
emg/sub-12_task-pegboard_acq-SMG51.edf	2023-08-29T14:40:00
emg/sub-12_task-pegboard_acq-SMG51.edf	2023-08-29T14:40:00
emg/sub-12_task-pegboard_acq-SMG51.edf	2023-08-29T14:40:00
emg/sub-12_task-pegboard_acq-SMG51.edf	2023-08-29T14:40:00
emg/sub-12_task-pegboard_acq-SMG51.edf	2023-08-29T14:40:00
emg/sub-12_task-pegboard_acq-SMG51.edf	2023-08-29T14:41:00
