META,PMID,AUTHOR,YEAR,AgeR,AgeC,SexR,SexC,HanR,HanC,PreR,PreC,CNSR,CNSC,NeuR,NeuC,MedR,MedC,RepR,RepC,EleR,EleC,TarR,TarC,PriR,PriC,NonR,NonC,CoiR,CoiC,OriR,OriC,CurR,CurC,LocR,LocC,StiR,StiC,IntR,IntC,PulR,PulC,HotR,HotC,MEPR,MEPC,DayR,DayC,AttR,AttC,ThrR,ThrC,NumR,NumC,TesR,TesC,ConR,ConC,ISIR,ISIC,MeaR,MeaC,UncR,UncC,TOT,NUMR,NUMC,SUMR,SUMC,PERCR,PERCC,R1R,R1C,R2R,R2C,PERCAG,PERCCH,AC1,AC95U,AC95L,KAPPA,KAPU,KAPL
ROHEL 2021,9751300,Kaneko,1998,1,NAN,1,NAN,0,NAN,NAN,NAN,NAN,NAN,NAN,0,NAN,NAN,0,NAN,1,0,1,0,NAN,0,NAN,0,1,NAN,1,0,NAN,NAN,0,0,1,NAN,1,1,NAN,NAN,0,0,0,0,NAN,NAN,NAN,1,1,0,1,0,NAN,NAN,NAN,NAN,NAN,NAN,1,1,NAN,NAN,44.8,15,14,10,3,66.7,21.4,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
ROHEL 2021,9627189,Kofler,1998,1,NAN,1,NAN,1,NAN,NAN,NAN,NAN,NAN,NAN,0,NAN,NAN,0,NAN,0,0,1,0,NAN,1,NAN,1,1,NAN,0,0,NAN,NAN,0,0,1,NAN,1,1,NAN,NAN,0,0,0,0,NAN,NAN,NAN,0,1,0,1,0,NAN,NAN,NAN,NAN,NAN,NAN,0,0,NAN,NAN,37.9,15,14,8,3,53.3,21.4,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
ROHEL 2021,11377265,Kofler,2001,1,NAN,1,NAN,1,NAN,NAN,NAN,NAN,NAN,NAN,0,NAN,NAN,0,NAN,0,0,1,0,NAN,1,NAN,0,1,NAN,1,0,NAN,NAN,0,0,1,NAN,1,1,NAN,NAN,0,0,0,0,NAN,NAN,NAN,1,1,0,1,0,NAN,NAN,NAN,NAN,NAN,NAN,1,1,NAN,NAN,48.3,15,14,10,4,66.7,28.6,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
ROHEL 2021,18421450,Kofler,2008,1,NAN,1,NAN,1,NAN,NAN,NAN,NAN,NAN,NAN,0,NAN,NAN,0,NAN,1,0,1,0,NAN,0,NAN,0,1,NAN,1,0,NAN,NAN,0,0,1,NAN,1,1,NAN,NAN,0,0,1,1,NAN,NAN,NAN,0,1,1,1,1,NAN,NAN,NAN,NAN,NAN,NAN,1,1,NAN,NAN,58.6,15,14,12,5,80.0,35.7,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
ROHEL 2021,29849568,Larsen,2018,1,NAN,1,NAN,1,NAN,NAN,NAN,NAN,NAN,NAN,1,NAN,NAN,0,NAN,1,0,1,0,NAN,1,NAN,0,1,NAN,1,0,NAN,NAN,1,0,1,NAN,1,1,NAN,NAN,1,0,1,1,1,NAN,NAN,0,1,1,1,1,NAN,NAN,NAN,NAN,NAN,NAN,1,1,NAN,NAN,73.3,16,14,15,7,93.8,50.0,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
ROHEL 2021,31218369,Larsen Sep,2019,1,1,1,1,1,1,NAN,NAN,NAN,NAN,NAN,1,NAN,NAN,0,0,1,0,1,0,NAN,0,NAN,0,1,NAN,1,0,NAN,NAN,1,0,1,NAN,1,1,NAN,NAN,1,0,1,0,NAN,NAN,NAN,1,1,0,1,0,NAN,NAN,NAN,NAN,NAN,NAN,1,1,NAN,NAN,63.6,15,18,14,7,93.3,38.9,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
ROHEL 2021,31077798,Larsen Nov,2019,1,NAN,1,NAN,1,NAN,NAN,NAN,NAN,NAN,NAN,1,NAN,NAN,0,NAN,1,0,1,0,NAN,0,NAN,0,1,NAN,1,0,NAN,NAN,1,0,1,NAN,1,1,NAN,NAN,1,0,1,1,1,NAN,NAN,1,1,1,1,0,NAN,NAN,NAN,NAN,NAN,NAN,1,1,NAN,NAN,70.0,16,14,15,6,93.8,42.9,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
ROHEL 2021,11514246,Le Pera,2001,1,NAN,1,NAN,0,NAN,NAN,NAN,NAN,NAN,NAN,1,NAN,NAN,0,NAN,1,0,1,0,NAN,1,NAN,0,0,NAN,0,0,NAN,NAN,1,0,1,NAN,1,1,NAN,NAN,0,0,1,0,1,NAN,NAN,0,1,1,1,0,NAN,NAN,NAN,NAN,NAN,NAN,1,1,NAN,NAN,53.3,16,14,11,5,68.8,35.7,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
ROHEL 2021,28188330,Martel,2017,1,NAN,1,NAN,1,NAN,NAN,NAN,NAN,NAN,NAN,1,NAN,NAN,0,NAN,0,0,0,0,NAN,0,NAN,0,1,NAN,1,0,NAN,NAN,1,0,1,NAN,1,1,NAN,NAN,0,0,1,1,NAN,NAN,NAN,0,1,0,1,0,NAN,NAN,NAN,NAN,NAN,NAN,1,1,NAN,NAN,51.7,15,14,11,4,73.3,28.6,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
ROHEL 2021,17884925,Martin,2008,1,NAN,1,NAN,0,NAN,NAN,NAN,NAN,NAN,NAN,0,NAN,NAN,0,NAN,0,0,1,1,NAN,0,NAN,1,1,NAN,1,0,NAN,NAN,0,0,1,NAN,1,1,NAN,NAN,0,0,1,0,1,NAN,NAN,1,0,0,1,0,NAN,NAN,NAN,NAN,NAN,NAN,1,1,NAN,NAN,50.0,16,14,10,5,62.5,35.7,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
ROHEL 2021,28165363,Mavromatis,2017,1,1,1,1,1,1,NAN,NAN,NAN,NAN,NAN,1,NAN,NAN,0,0,1,0,0,1,NAN,0,NAN,0,1,NAN,1,1,NAN,NAN,1,1,1,NAN,1,1,NAN,NAN,1,0,0,0,NAN,NAN,NAN,0,1,0,1,0,NAN,NAN,NAN,NAN,NAN,NAN,1,1,NAN,NAN,63.6,15,18,12,9,80.0,50.0,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
ROHEL 2021,27690117,Mercier,2016,1,NAN,1,NAN,0,NAN,NAN,NAN,NAN,NAN,NAN,1,NAN,NAN,0,NAN,1,0,1,0,NAN,1,NAN,1,1,NAN,1,1,NAN,NAN,1,1,1,NAN,1,1,NAN,NAN,1,0,0,0,NAN,NAN,NAN,0,1,0,1,0,NAN,NAN,NAN,NAN,NAN,NAN,1,1,NAN,NAN,65.5,15,14,12,7,80.0,50.0,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
ROHEL 2021,25260422,Naro,2015,1,NAN,1,NAN,1,NAN,NAN,NAN,NAN,NAN,NAN,0,NAN,NAN,0,NAN,1,0,0,0,NAN,0,NAN,0,0,NAN,1,0,NAN,NAN,0,0,1,NAN,1,1,NAN,NAN,1,0,0,0,NAN,NAN,NAN,0,1,1,1,0,NAN,NAN,NAN,NAN,NAN,NAN,1,1,NAN,NAN,44.8,15,14,10,3,66.7,21.4,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
ROHEL 2021,26264180,Rice,2015,1,NAN,1,NAN,0,NAN,NAN,NAN,NAN,NAN,NAN,1,NAN,NAN,0,NAN,1,1,1,0,NAN,0,NAN,1,0,NAN,0,0,NAN,NAN,1,0,1,NAN,1,1,NAN,NAN,1,0,0,0,NAN,NAN,NAN,1,1,0,1,1,NAN,NAN,NAN,NAN,NAN,NAN,1,1,NAN,NAN,58.6,15,14,10,7,66.7,50.0,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
ROHEL 2021,24815594,Rittig-Rasmussen,2014,1,0,1,0,0,0,NAN,NAN,NAN,NAN,NAN,1,NAN,NAN,0,0,1,0,0,0,NAN,0,NAN,0,0,NAN,1,0,NAN,NAN,1,0,1,NAN,1,1,NAN,NAN,1,0,1,1,1,1,NAN,1,1,0,1,0,NAN,NAN,NAN,NAN,NAN,NAN,0,0,NAN,NAN,45.7,16,19,11,5,68.8,26.3,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
ROHEL 2021,11056191,Romaniello,2000,1,NAN,1,NAN,0,NAN,NAN,NAN,NAN,NAN,NAN,1,NAN,NAN,0,NAN,1,0,1,1,NAN,0,NAN,0,1,NAN,1,0,NAN,NAN,1,0,1,NAN,1,1,NAN,NAN,0,0,1,1,0,NAN,NAN,1,1,0,0,0,NAN,NAN,NAN,NAN,NAN,NAN,1,1,NAN,NAN,56.7,16,14,11,6,68.8,42.9,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
ROHEL 2021,30919012,Salo,2019,1,NAN,1,NAN,1,NAN,NAN,NAN,NAN,NAN,NAN,0,NAN,NAN,0,NAN,1,0,1,0,NAN,0,NAN,0,0,NAN,1,1,NAN,NAN,1,1,0,NAN,1,1,NAN,NAN,0,0,1,0,NAN,NAN,NAN,1,1,1,1,1,NAN,NAN,NAN,NAN,NAN,NAN,0,0,NAN,NAN,55.2,15,14,10,6,66.7,42.9,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
ROHEL 2021,22227117,Schabrun,2012,1,NAN,1,NAN,1,NAN,NAN,NAN,NAN,NAN,NAN,1,NAN,NAN,0,NAN,1,0,0,0,NAN,1,NAN,0,1,NAN,1,0,NAN,NAN,1,0,1,NAN,1,1,NAN,NAN,1,0,0,0,NAN,NAN,NAN,1,1,0,1,1,NAN,NAN,NAN,NAN,NAN,NAN,1,1,NAN,NAN,62.1,15,14,12,6,80.0,42.9,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
ROHEL 2021,23357117,Schabrun,2013,1,NAN,1,NAN,1,NAN,NAN,NAN,NAN,NAN,NAN,1,NAN,NAN,0,NAN,1,0,0,0,NAN,1,NAN,0,1,NAN,1,0,NAN,NAN,0,0,1,NAN,1,1,NAN,NAN,1,0,0,0,NAN,NAN,NAN,1,1,1,1,0,NAN,NAN,NAN,NAN,NAN,NAN,1,1,NAN,NAN,58.6,15,14,11,6,73.3,42.9,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
ROHEL 2021,26599632,Schabrun,2015,1,NAN,1,NAN,1,NAN,NAN,NAN,NAN,NAN,NAN,0,NAN,NAN,0,NAN,1,0,0,0,NAN,1,NAN,0,1,NAN,1,0,NAN,NAN,0,0,1,NAN,1,1,NAN,NAN,1,0,1,0,0,NAN,NAN,1,0,0,1,0,NAN,NAN,NAN,NAN,NAN,NAN,1,1,NAN,NAN,50.0,16,14,11,4,68.8,28.6,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
ROHEL 2021,28525636,Schabrun,2017,1,0,1,0,1,0,NAN,NAN,NAN,NAN,NAN,1,NAN,NAN,0,0,1,1,0,0,NAN,0,NAN,0,0,NAN,1,0,NAN,NAN,1,0,1,NAN,1,1,NAN,NAN,1,0,0,0,NAN,NAN,NAN,0,1,0,1,0,NAN,NAN,NAN,NAN,NAN,NAN,1,1,NAN,NAN,45.5,15,18,11,4,73.3,22.2,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
ROHEL 2021,22744704,Suppa,2013,1,NAN,1,NAN,1,NAN,NAN,NAN,NAN,NAN,NAN,0,NAN,NAN,0,NAN,1,0,1,0,NAN,1,NAN,0,1,NAN,1,0,NAN,NAN,1,0,1,NAN,1,1,NAN,NAN,0,0,1,0,1,NAN,NAN,1,1,1,1,0,NAN,NAN,NAN,NAN,NAN,NAN,1,1,NAN,NAN,63.3,16,14,14,5,87.5,35.7,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
ROHEL 2021,12527318,Svensson,2003,1,NAN,1,NAN,1,NAN,NAN,NAN,NAN,NAN,NAN,0,NAN,NAN,0,NAN,0,0,1,0,NAN,0,NAN,0,1,NAN,1,0,NAN,NAN,0,0,1,NAN,1,1,NAN,NAN,1,0,1,0,1,0,NAN,0,1,0,1,0,NAN,NAN,NAN,NAN,NAN,NAN,1,1,NAN,NAN,48.4,16,15,13,2,81.3,13.3,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
ROHEL 2021,11713634,Tamburin,2001,0,NAN,1,NAN,0,NAN,NAN,NAN,NAN,NAN,NAN,0,NAN,NAN,0,NAN,1,0,1,0,NAN,0,NAN,0,1,NAN,1,0,NAN,NAN,1,0,1,NAN,1,1,NAN,NAN,1,1,0,0,0,NAN,NAN,1,1,1,1,1,NAN,NAN,NAN,NAN,NAN,NAN,1,1,NAN,NAN,60.0,16,14,12,6,75.0,42.9,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
ROHEL 2021,21333720,Tsao,2011,1,NAN,1,NAN,0,NAN,NAN,NAN,NAN,NAN,NAN,1,NAN,NAN,1,NAN,1,1,1,1,NAN,0,NAN,1,1,NAN,1,0,NAN,NAN,0,0,1,NAN,1,0,NAN,NAN,1,1,0,0,NAN,NAN,NAN,1,0,0,1,0,NAN,NAN,NAN,NAN,NAN,NAN,1,1,NAN,NAN,62.1,15,14,11,7,73.3,50.0,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
ROHEL 2021,15116369,Urban ,2004,1,NAN,1,NAN,0,NAN,NAN,NAN,NAN,NAN,NAN,0,NAN,NAN,0,NAN,0,0,1,0,NAN,0,NAN,0,1,NAN,0,0,NAN,NAN,0,0,1,NAN,1,1,NAN,NAN,0,0,0,0,NAN,NAN,NAN,1,0,0,1,0,NAN,NAN,NAN,NAN,NAN,NAN,1,1,NAN,NAN,34.5,15,14,7,3,46.7,21.4,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
ROHEL 2021,10454286,Valeriani ,1999,1,NAN,1,NAN,1,NAN,NAN,NAN,NAN,NAN,NAN,0,NAN,NAN,0,NAN,1,0,1,0,NAN,0,NAN,0,1,NAN,0,0,NAN,NAN,0,0,1,NAN,1,1,NAN,NAN,0,0,0,0,1,NAN,NAN,0,1,1,1,0,NAN,NAN,NAN,NAN,NAN,NAN,0,0,NAN,NAN,40.0,16,14,10,2,62.5,14.3,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
ROHEL 2021,11497058,Valeriani ,2001,1,NAN,1,NAN,1,NAN,NAN,NAN,NAN,NAN,NAN,0,NAN,NAN,0,NAN,0,0,1,0,NAN,0,NAN,0,1,NAN,0,0,NAN,NAN,0,0,1,NAN,1,1,NAN,NAN,0,0,0,0,1,NAN,NAN,0,1,1,1,0,NAN,NAN,NAN,NAN,NAN,NAN,0,0,NAN,NAN,36.7,16,14,9,2,56.3,14.3,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
ROHEL 2021,19889035,Zhang,2010,1,NAN,1,NAN,0,NAN,NAN,NAN,NAN,NAN,NAN,1,NAN,NAN,0,NAN,1,0,0,0,NAN,0,NAN,0,1,NAN,1,0,NAN,NAN,1,0,1,NAN,1,1,NAN,NAN,1,1,1,0,1,NAN,NAN,0,1,1,1,0,NAN,NAN,NAN,NAN,NAN,NAN,1,1,NAN,NAN,60.0,16,14,13,5,81.3,35.7,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
STANISIC 2022,29489878,Baarbe,2018,1,0,1,NAN,1,1,0,0,0,0,1,1,1,1,0,0,1,1,1,1,1,0,NAN,0,1,1,1,1,0,0,0,0,1,1,1,NAN,0,0,0,0,0,0,NAN,NAN,0,0,1,1,1,1,NAN,NAN,NAN,NAN,NAN,NAN,1,1,NAN,NAN,54.3,23,23,14,11,60.9,47.8,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
STANISIC 2022,17870237,Boudreau,2007,1,0,1,NAN,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,0,1,0,NAN,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,NAN,NAN,NAN,NAN,NAN,NAN,1,1,NAN,NAN,69.4,24,25,18,16,75.0,64.0,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
STANISIC 2022,30884779,Dancey,2019,1,0,1,NAN,1,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,1,1,NAN,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,NAN,NAN,0,0,1,1,1,1,NAN,NAN,NAN,NAN,NAN,NAN,1,1,NAN,NAN,74.5,23,24,18,17,78.3,70.8,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
STANISIC 2022,29803671,De Martino,2018,1,1,1,NAN,1,1,0,0,0,0,1,1,1,1,0,0,1,1,1,0,0,0,NAN,0,1,1,0,0,0,0,1,0,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,NAN,NAN,NAN,NAN,NAN,NAN,1,1,NAN,NAN,61.2,24,25,16,14,66.7,56.0,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
STANISIC 2022,30036294,De Martino,2018,1,1,1,NAN,1,1,0,0,0,0,1,1,1,1,0,0,1,1,0,1,0,1,NAN,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,NAN,NAN,NAN,NAN,NAN,NAN,1,1,NAN,NAN,71.4,24,25,17,18,70.8,72.0,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
STANISIC 2022,24492452,Hoeger Bement,2014,1,1,1,NAN,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,NAN,0,1,1,0,0,0,0,1,0,1,1,1,1,0,0,0,0,1,1,NAN,NAN,0,0,1,1,1,1,NAN,NAN,NAN,NAN,NAN,NAN,1,1,NAN,NAN,44.7,23,24,12,9,52.2,37.5,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
STANISIC 2022,21570881,Ingham,2011,1,1,1,NAN,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,NAN,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,1,1,NAN,NAN,NAN,NAN,NAN,NAN,1,1,NAN,NAN,71.4,24,25,17,18,70.8,72.0,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
STANISIC 2022,28160750,Masse-Alarie,2014,1,1,1,NAN,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,NAN,0,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,78.9,28,29,22,23,78.6,79.3,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
STANISIC 2022,28850499,Masse-Alarie,2016,1,1,1,NAN,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,NAN,0,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,75.4,28,29,21,22,75.0,75.9,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
STANISIC 2022,28165363,Mavromatis,2017,1,1,1,NAN,1,1,0,0,0,0,1,1,1,1,0,0,1,1,1,0,0,0,NAN,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,NAN,NAN,0,0,1,1,1,1,1,1,1,1,0,0,1,1,0,1,69.1,27,28,19,19,70.4,67.9,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
STANISIC 2022,27014012,Mendonca,2016,1,1,1,NAN,1,0,0,0,0,0,NAN,NAN,1,1,0,0,0,0,0,0,0,0,NAN,0,1,1,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,49.1,27,28,14,13,51.9,46.4,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
STANISIC 2022,27258992,Parker,2017,1,1,1,NAN,1,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,NAN,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,86.0,28,29,25,24,89.3,82.8,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
STANISIC 2022,24664588,Rittig-Rasmussen,2014,1,1,1,NAN,0,0,1,1,0,0,1,1,1,1,0,0,1,1,1,0,1,0,NAN,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,NAN,NAN,NAN,NAN,NAN,NAN,1,1,NAN,NAN,73.5,24,25,19,17,79.2,68.0,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
STANISIC 2022,24815594,Rittig-Rasmussen,2014,1,1,1,NAN,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,0,1,0,NAN,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,NAN,NAN,NAN,NAN,NAN,NAN,1,1,NAN,NAN,69.4,24,25,18,16,75.0,64.0,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
STANISIC 2022,21305574,Schwenkreis,2011,1,1,1,NAN,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,NAN,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,NAN,NAN,0,0,1,1,1,1,0,0,1,1,1,1,1,1,0,0,63.6,27,28,17,18,63.0,64.3,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
STANISIC 2022,20181504,Tsao,2010,1,1,1,NAN,1,1,0,0,0,0,NAN,NAN,1,1,0,0,1,1,1,1,1,1,NAN,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,NAN,NAN,NAN,NAN,NAN,NAN,1,1,NAN,NAN,68.1,23,24,16,16,69.6,66.7,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
STANISIC 2022,23598373,Vallence,2013,1,1,1,NAN,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,0,0,NAN,NAN,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,NAN,NAN,0,0,1,1,1,1,NAN,NAN,NAN,NAN,NAN,NAN,1,1,NAN,NAN,73.9,23,23,17,17,73.9,73.9,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
CHERNI 2022,29695280,Calabrò ,2018,1,NAN,1,NAN,1,NAN,0,NAN,1,NAN,1,NAN,1,NAN,0,NAN,0,NAN,1,NAN,0,NAN,0,NAN,1,NAN,0,NAN,0,NAN,0,NAN,1,NAN,0,NAN,1,NAN,0,NAN,0,NAN,1,NAN,0,NAN,0,NAN,1,NAN,NAN,NAN,NAN,NAN,NAN,NAN,1,NAN,NAN,NAN,48.0,25,0,12,0,48.0,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
CHERNI 2022,20382280,Yang ,2010,1,NAN,1,NAN,1,NAN,0,NAN,1,NAN,0,NAN,0,NAN,0,NAN,0,NAN,1,NAN,0,NAN,0,NAN,1,NAN,1,NAN,0,NAN,1,NAN,1,NAN,1,NAN,0,NAN,1,NAN,0,NAN,1,NAN,0,NAN,1,NAN,0,NAN,NAN,NAN,NAN,NAN,NAN,NAN,1,NAN,NAN,NAN,52.0,25,0,13,0,52.0,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
CHERNI 2022,30568009,Jayaraman ,2018,1,NAN,1,NAN,1,NAN,0,NAN,1,NAN,1,NAN,1,NAN,0,NAN,1,NAN,1,NAN,1,NAN,0,NAN,1,NAN,1,NAN,1,NAN,0,NAN,1,NAN,1,NAN,0,NAN,1,NAN,1,NAN,1,NAN,0,NAN,1,NAN,1,NAN,NAN,NAN,NAN,NAN,NAN,NAN,1,NAN,NAN,NAN,76.0,25,0,19,0,76.0,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
CHERNI 2022,34966524,Li  (RETRACTED),2021,1,NAN,1,NAN,1,NAN,1,NAN,1,NAN,1,NAN,0,NAN,0,NAN,1,NAN,1,NAN,0,NAN,0,NAN,1,NAN,1,NAN,1,NAN,1,NAN,1,NAN,1,NAN,0,NAN,1,NAN,0,NAN,1,NAN,0,NAN,1,NAN,1,NAN,NAN,NAN,NAN,NAN,NAN,NAN,1,NAN,NAN,NAN,72.0,25,0,18,0,72.0,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
CHERNI 2022,10.4103/1110-161X.140520,Shahine ,2014,1,NAN,1,NAN,1,NAN,0,NAN,1,NAN,1,NAN,1,NAN,0,NAN,0,NAN,1,NAN,0,NAN,0,NAN,1,NAN,0,NAN,0,NAN,1,NAN,1,NAN,0,NAN,0,NAN,0,NAN,0,NAN,1,NAN,0,NAN,1,NAN,0,NAN,NAN,NAN,NAN,NAN,NAN,NAN,1,NAN,NAN,NAN,48.0,25,0,12,0,48.0,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
CHERNI 2022,17507641,Yen ,2007,1,NAN,1,NAN,1,NAN,0,NAN,1,NAN,1,NAN,0,NAN,0,NAN,0,NAN,1,NAN,0,NAN,0,NAN,1,NAN,1,NAN,0,NAN,1,NAN,1,NAN,1,NAN,0,NAN,0,NAN,0,NAN,1,NAN,0,NAN,1,NAN,0,NAN,NAN,NAN,NAN,NAN,NAN,NAN,0,NAN,NAN,NAN,48.0,25,0,12,0,48.0,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
CHERNI 2022,16442977,Forrester ,2006,1,NAN,1,NAN,1,NAN,0,NAN,1,NAN,1,NAN,1,NAN,0,NAN,1,NAN,1,NAN,1,NAN,0,NAN,1,NAN,1,NAN,0,NAN,1,NAN,1,NAN,1,NAN,0,NAN,0,NAN,0,NAN,1,NAN,0,NAN,1,NAN,1,NAN,NAN,NAN,NAN,NAN,NAN,NAN,1,NAN,NAN,NAN,68.0,25,0,17,0,68.0,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
