filename	acq_time
emg/sub-01_task-rest_acq-M145.edf	2023-08-03T15:33:44
emg/sub-01_task-rest_acq-M150.edf	2023-08-03T15:02:58
emg/sub-01_task-rest_acq-M155.edf	2023-08-03T14:25:02
emg/sub-01_task-rest_acq-M160.edf	2023-08-03T15:26:24
emg/sub-01_task-rest_acq-M165.edf	2023-08-03T14:28:20
emg/sub-01_task-rest_acq-M170.edf	2023-08-03T15:10:52
emg/sub-01_task-rest_acq-M175.edf	2023-08-03T14:20:02
emg/sub-01_task-rest_acq-SMG60.edf	2023-08-03T14:52:24
emg/sub-01_task-rest_acq-SMG65.edf	2023-08-03T14:12:52
emg/sub-01_task-rest_acq-SMG70.edf	2023-08-03T14:15:28
emg/sub-01_task-rest_acq-SMG75.edf	2023-08-03T15:14:32
emg/sub-01_task-rest_acq-SMG80.edf	2023-08-03T15:43:38
emg/sub-01_task-rest_acq-SMG85.edf	2023-08-03T15:46:40
emg/sub-01_task-rest_acq-SMG90.edf	2023-08-03T15:37:06
emg/sub-01_task-pegboard_acq-M130.edf	2023-08-03T14:09:08
emg/sub-01_task-pegboard_acq-M135.edf	2023-08-03T14:32:10
emg/sub-01_task-pegboard_acq-M140.edf	2023-08-03T14:42:08
emg/sub-01_task-pegboard_acq-M145.edf	2023-08-03T15:05:22
emg/sub-01_task-pegboard_acq-M150.edf	2023-08-03T15:22:40
emg/sub-01_task-pegboard_acq-M155.edf	2023-08-03T15:40:24
emg/sub-01_task-pegboard_acq-M160.edf	2023-08-03T15:49:24
emg/sub-01_task-pegboard_acq-SMG60.edf	2023-08-03T15:08:04
emg/sub-01_task-pegboard_acq-SMG65.edf	2023-08-03T14:06:02
emg/sub-01_task-pegboard_acq-SMG70.edf	2023-08-03T14:49:02
emg/sub-01_task-pegboard_acq-SMG75.edf	2023-08-03T15:30:38
emg/sub-01_task-pegboard_acq-SMG80.edf	2023-08-03T14:56:06
emg/sub-01_task-pegboard_acq-SMG85.edf	2023-08-03T14:37:04
emg/sub-01_task-pegboard_acq-SMG90.edf	2023-08-03T15:19:32
