filename	acq_time
emg/sub-05_task-rest_acq-M103.edf	2023-08-15T12:42:00
emg/sub-05_task-rest_acq-M103.edf	2023-08-15T12:42:00
emg/sub-05_task-rest_acq-M103.edf	2023-08-15T12:42:00
emg/sub-05_task-rest_acq-M103.edf	2023-08-15T12:42:00
emg/sub-05_task-rest_acq-M103.edf	2023-08-15T12:42:00
emg/sub-05_task-rest_acq-M103.edf	2023-08-15T12:42:00
emg/sub-05_task-rest_acq-M103.edf	2023-08-15T12:42:00
emg/sub-05_task-rest_acq-SMG03.edf	2023-08-15T12:42:00
emg/sub-05_task-rest_acq-SMG03.edf	2023-08-15T12:42:00
emg/sub-05_task-rest_acq-SMG03.edf	2023-08-15T12:42:00
emg/sub-05_task-rest_acq-SMG03.edf	2023-08-15T12:42:00
emg/sub-05_task-rest_acq-SMG03.edf	2023-08-15T12:42:00
emg/sub-05_task-rest_acq-SMG03.edf	2023-08-15T12:42:00
emg/sub-05_task-rest_acq-SMG03.edf	2023-08-15T12:42:00
emg/sub-05_task-pegboard_acq-M103.edf	2023-08-15T12:42:00
emg/sub-05_task-pegboard_acq-M103.edf	2023-08-15T12:42:00
emg/sub-05_task-pegboard_acq-M103.edf	2023-08-15T12:42:00
emg/sub-05_task-pegboard_acq-M103.edf	2023-08-15T12:42:00
emg/sub-05_task-pegboard_acq-M103.edf	2023-08-15T12:42:00
emg/sub-05_task-pegboard_acq-M103.edf	2023-08-15T12:42:00
emg/sub-05_task-pegboard_acq-M103.edf	2023-08-15T12:42:00
emg/sub-05_task-pegboard_acq-SMG03.edf	2023-08-15T12:42:00
emg/sub-05_task-pegboard_acq-SMG03.edf	2023-08-15T12:42:00
emg/sub-05_task-pegboard_acq-SMG03.edf	2023-08-15T12:42:00
emg/sub-05_task-pegboard_acq-SMG03.edf	2023-08-15T12:42:00
emg/sub-05_task-pegboard_acq-SMG03.edf	2023-08-15T12:42:00
emg/sub-05_task-pegboard_acq-SMG03.edf	2023-08-15T12:42:00
emg/sub-05_task-pegboard_acq-SMG03.edf	2023-08-15T12:42:00
