filename	acq_time
emg/sub-07_task-rest_acq-M105.edf	2023-08-22T15:31:00
emg/sub-07_task-rest_acq-M105.edf	2023-08-22T15:31:00
emg/sub-07_task-rest_acq-M105.edf	2023-08-22T15:31:00
emg/sub-07_task-rest_acq-M105.edf	2023-08-22T15:31:00
emg/sub-07_task-rest_acq-M105.edf	2023-08-22T15:31:00
emg/sub-07_task-rest_acq-M105.edf	2023-08-22T15:31:00
emg/sub-07_task-rest_acq-M105.edf	2023-08-22T15:31:00
emg/sub-07_task-rest_acq-SMG05.edf	2023-08-22T15:31:00
emg/sub-07_task-rest_acq-SMG05.edf	2023-08-22T15:31:00
emg/sub-07_task-rest_acq-SMG05.edf	2023-08-22T15:31:00
emg/sub-07_task-rest_acq-SMG05.edf	2023-08-22T15:31:00
emg/sub-07_task-rest_acq-SMG05.edf	2023-08-22T15:31:00
emg/sub-07_task-rest_acq-SMG05.edf	2023-08-22T15:31:00
emg/sub-07_task-rest_acq-SMG05.edf	2023-08-22T15:31:00
emg/sub-07_task-pegboard_acq-M105.edf	2023-08-22T15:31:00
emg/sub-07_task-pegboard_acq-M105.edf	2023-08-22T15:31:00
emg/sub-07_task-pegboard_acq-M105.edf	2023-08-22T15:31:00
emg/sub-07_task-pegboard_acq-M105.edf	2023-08-22T15:31:00
emg/sub-07_task-pegboard_acq-M105.edf	2023-08-22T15:31:00
emg/sub-07_task-pegboard_acq-M105.edf	2023-08-22T15:31:00
emg/sub-07_task-pegboard_acq-M105.edf	2023-08-22T15:31:00
emg/sub-07_task-pegboard_acq-SMG05.edf	2023-08-22T15:31:00
emg/sub-07_task-pegboard_acq-SMG05.edf	2023-08-22T15:31:00
emg/sub-07_task-pegboard_acq-SMG05.edf	2023-08-22T15:31:00
emg/sub-07_task-pegboard_acq-SMG05.edf	2023-08-22T15:31:00
emg/sub-07_task-pegboard_acq-SMG05.edf	2023-08-22T15:31:00
emg/sub-07_task-pegboard_acq-SMG05.edf	2023-08-22T15:31:00
emg/sub-07_task-pegboard_acq-SMG05.edf	2023-08-22T15:31:00
