filename	acq_time
emg/sub-09_task-rest_acq-M107.edf	2023-08-24T10:39:00
emg/sub-09_task-rest_acq-M107.edf	2023-08-24T10:39:00
emg/sub-09_task-rest_acq-M107.edf	2023-08-24T10:39:00
emg/sub-09_task-rest_acq-M107.edf	2023-08-24T10:39:00
emg/sub-09_task-rest_acq-M107.edf	2023-08-24T10:39:00
emg/sub-09_task-rest_acq-M107.edf	2023-08-24T10:39:00
emg/sub-09_task-rest_acq-M107.edf	2023-08-24T10:39:00
emg/sub-09_task-rest_acq-SMG07.edf	2023-08-24T10:39:00
emg/sub-09_task-rest_acq-SMG07.edf	2023-08-24T10:39:00
emg/sub-09_task-rest_acq-SMG07.edf	2023-08-24T10:39:00
emg/sub-09_task-rest_acq-SMG07.edf	2023-08-24T10:39:00
emg/sub-09_task-rest_acq-SMG07.edf	2023-08-24T10:39:00
emg/sub-09_task-rest_acq-SMG07.edf	2023-08-24T10:39:00
emg/sub-09_task-rest_acq-SMG07.edf	2023-08-24T10:39:00
emg/sub-09_task-pegboard_acq-M107.edf	2023-08-24T10:39:00
emg/sub-09_task-pegboard_acq-M107.edf	2023-08-24T10:39:00
emg/sub-09_task-pegboard_acq-M107.edf	2023-08-24T10:39:00
emg/sub-09_task-pegboard_acq-M107.edf	2023-08-24T10:39:00
emg/sub-09_task-pegboard_acq-M107.edf	2023-08-24T10:39:00
emg/sub-09_task-pegboard_acq-M107.edf	2023-08-24T10:39:00
emg/sub-09_task-pegboard_acq-M107.edf	2023-08-24T10:39:00
emg/sub-09_task-pegboard_acq-SMG07.edf	2023-08-24T10:39:00
emg/sub-09_task-pegboard_acq-SMG07.edf	2023-08-24T10:39:00
emg/sub-09_task-pegboard_acq-SMG07.edf	2023-08-24T10:39:00
emg/sub-09_task-pegboard_acq-SMG07.edf	2023-08-24T10:39:00
emg/sub-09_task-pegboard_acq-SMG07.edf	2023-08-24T10:39:00
emg/sub-09_task-pegboard_acq-SMG07.edf	2023-08-24T10:39:00
emg/sub-09_task-pegboard_acq-SMG07.edf	2023-08-24T10:39:00
