filename	acq_time
emg/sub-06_task-rest_acq-M104.edf	2023-08-17T11:16:00
emg/sub-06_task-rest_acq-M104.edf	2023-08-17T11:16:00
emg/sub-06_task-rest_acq-M104.edf	2023-08-17T11:16:00
emg/sub-06_task-rest_acq-M104.edf	2023-08-17T11:16:00
emg/sub-06_task-rest_acq-M104.edf	2023-08-17T11:16:00
emg/sub-06_task-rest_acq-M104.edf	2023-08-17T11:16:00
emg/sub-06_task-rest_acq-M104.edf	2023-08-17T11:16:00
emg/sub-06_task-rest_acq-SMG04.edf	2023-08-17T11:16:00
emg/sub-06_task-rest_acq-SMG04.edf	2023-08-17T11:16:00
emg/sub-06_task-rest_acq-SMG04.edf	2023-08-17T11:16:00
emg/sub-06_task-rest_acq-SMG04.edf	2023-08-17T11:16:00
emg/sub-06_task-rest_acq-SMG04.edf	2023-08-17T11:16:00
emg/sub-06_task-rest_acq-SMG04.edf	2023-08-17T11:16:00
emg/sub-06_task-rest_acq-SMG04.edf	2023-08-17T11:16:00
emg/sub-06_task-pegboard_acq-M104.edf	2023-08-17T11:16:00
emg/sub-06_task-pegboard_acq-M104.edf	2023-08-17T11:16:00
emg/sub-06_task-pegboard_acq-M104.edf	2023-08-17T11:16:00
emg/sub-06_task-pegboard_acq-M104.edf	2023-08-17T11:16:00
emg/sub-06_task-pegboard_acq-M104.edf	2023-08-17T11:16:00
emg/sub-06_task-pegboard_acq-M104.edf	2023-08-17T11:16:00
emg/sub-06_task-pegboard_acq-M104.edf	2023-08-17T11:16:00
emg/sub-06_task-pegboard_acq-SMG04.edf	2023-08-17T11:16:00
emg/sub-06_task-pegboard_acq-SMG04.edf	2023-08-17T11:16:00
emg/sub-06_task-pegboard_acq-SMG04.edf	2023-08-17T11:16:00
emg/sub-06_task-pegboard_acq-SMG04.edf	2023-08-17T11:16:00
emg/sub-06_task-pegboard_acq-SMG04.edf	2023-08-17T11:16:00
emg/sub-06_task-pegboard_acq-SMG04.edf	2023-08-17T11:16:00
emg/sub-06_task-pegboard_acq-SMG04.edf	2023-08-17T11:16:00
